lesson_gap,kg_proximity,difficulty_fit,duration_fit,style_type_fit,prereq_readiness,rule_score,content_score,tag_overlap,tfidf_lesson_sim,graph_score,gnn_style_affinity,kg_resource_centrality,risk_score,engagement_norm,performance_norm,attendance_ratio,gpa_norm,prior_score,time_budget,interaction_density_norm,submission_delay,forum_activity,n_gap_norm,quiz_gap,assessment_gap,resource_appetite,ability,res_duration_norm,res_difficulty,res_is_video,res_is_lab,res_is_pdf,res_prereq_count,res_lesson_size,student_id,resource_id,predicted_relevance
1.0,1.0,0.93306917,0.7546649,0.5,1.0,0.74917,0.28984466,0.22295082,0.4030926,0.78753245,0.646958,0.42857143,0.55,0.314,0.644,0.681,0.561086,0.5,0.12222222,0.16486402,0.8,0.2,0.6666667,0.8405797,1.0,0.4864865,0.56946635,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST3861,R027,0.84022
1.0,1.0,0.9731172,0.5210799,0.55,1.0,0.73615,0.5160859,0.39534885,0.47982845,0.68894964,0.5019053,0.71428573,0.55,0.456,0.733,0.237,0.85067874,0.5,0.82222223,0.06536055,1.0,0.26666668,0.33333334,0.08695652,0.45614034,0.7297297,0.7207787,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST3862,R029,0.84049
1.0,1.0,0.9644098,0.8882354,0.5,1.0,0.77147,0.27045548,0.24727273,0.41139537,0.7661589,0.646958,0.42857143,0.55,0.444,0.571,0.78,0.9230769,0.25,0.42222223,0.11071879,1.0,0.2,0.6666667,0.7826087,0.021052632,0.35135135,0.62001586,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST3863,R027,0.85509
1.0,1.0,0.9583778,0.49842793,1.0,1.0,0.79349,0.7468087,0.425,0.645155,0.66001725,0.6296382,0.5,0.55,0.758,0.604,0.815,0.6968326,0.25,0.85555553,0.07500534,1.0,0.53333336,0.33333334,0.884058,0.21052632,0.7837838,0.6102867,0.25,0.6,0.0,0.0,1.0,0.5,0.1,ST3864,R016,0.91361
1.0,1.0,0.9590586,0.5134171,1.0,1.0,0.79542,0.5588845,0.4857143,0.5759369,0.57355917,0.3999952,0.9285714,0.55,0.672,0.601,0.852,0.49321267,0.75,0.8333333,0.08259384,0.0,0.13333334,0.33333334,1.0,0.12631579,0.7297297,0.6113848,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3865,R012,0.89551
1.0,1.0,0.7661533,0.84962267,0.7,1.0,0.89319,0.4765542,0.33333334,0.43034354,0.6633432,0.653635,0.71428573,0.85,0.388,0.185,0.591,0.29411766,0.75,0.21111111,0.19808304,0.4,0.8,0.6666667,0.95652175,0.28421053,0.5405405,0.3002472,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST3866,R029,0.93673
1.0,1.0,0.9267963,0.700784,1.0,1.0,0.81145,0.47096673,0.3469388,0.4770391,0.46227714,0.3999952,0.9285714,0.55,0.375,0.535,0.697,0.6877828,0.5,0.06666667,0.41263258,1.0,0.26666668,0.6666667,0.76811594,0.18947369,0.4054054,0.5593489,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3867,R012,0.87138
1.0,1.0,0.7279743,0.97080505,1.0,1.0,0.80409,0.783309,0.38857144,0.783309,0.5435313,0.4794069,0.64285713,0.55,0.586,0.073,0.922,0.95022625,0.25,0.35555556,0.19902192,0.0,0.26666668,0.33333334,0.942029,0.6105263,0.4054054,0.39036405,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST3868,R003,0.90431
1.0,1.0,0.7583823,0.8066908,1.0,0.0,0.71048,0.3903599,0.20923077,0.3417119,0.67029375,0.5102868,0.5,0.55,0.512,0.603,0.752,0.8597285,0.5,0.42222223,0.13844115,0.4,0.26666668,0.6666667,0.5942029,0.15789473,0.7567568,0.6638995,0.4,0.35,1.0,0.0,0.0,0.5,1.0,ST3869,R007,0.80056
0.0,0.35,0.9989822,0.71653134,1.0,1.0,0.54442,0.038847785,0.136,0.033794466,0.43141207,0.35903326,0.42857143,0.2,0.733,0.641,0.541,0.7375566,0.5,0.8333333,0.08919829,0.0,0.13333334,0.0,0.11594203,0.94736844,0.9189189,0.67577773,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3870,R017,0.53635
0.0,0.35,0.93965167,0.5737534,1.0,1.0,0.5444,0.055241667,0.18888889,0.048055835,0.5526808,0.35903326,0.42857143,0.55,0.72,0.556,0.544,0.5701358,0.5,1.0,0.09139977,0.0,1.0,0.0,0.13043478,0.10526316,0.45945945,0.5800834,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3871,R017,0.54955
1.0,1.0,0.7399653,0.8623034,0.7,1.0,0.88947,0.79089963,0.31627908,0.79089963,0.7864394,0.9949987,0.5,0.85,0.714,0.193,0.895,0.122171946,0.5,0.44444445,0.15585425,0.0,1.0,0.33333334,0.95652175,0.80701756,0.7297297,0.25800854,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST3872,R028,0.96369
1.0,1.0,0.65399486,0.4947495,0.55,1.0,0.66917,0.6565548,0.45945945,0.6565548,0.8069597,0.67154264,0.5,0.55,0.263,0.674,0.854,0.37556562,0.5,0.055555556,0.47258216,0.2,0.2,0.6666667,0.44927537,0.4,0.10810811,0.52257234,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3873,R031,0.70058
1.0,1.0,0.8078138,0.7546649,0.7,1.0,0.89012,0.45047632,0.22295082,0.45047632,0.78941816,0.9949987,0.5,0.85,0.44,0.355,0.424,0.20361991,0.75,0.54444444,0.08216681,0.0,0.73333335,0.6666667,1.0,0.24561404,0.4864865,0.36744168,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST3874,R028,0.92896
1.0,1.0,0.6408329,0.5910079,0.85,1.0,0.72009,0.8062417,0.4473684,0.8062417,0.81834674,0.59344965,0.5,0.55,0.681,0.471,0.604,0.47058824,0.5,0.9777778,0.076251484,0.6,0.13333334,0.33333334,0.942029,0.84210527,0.6216216,0.5013434,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3875,R031,0.76108
1.0,1.0,0.896935,0.7218587,0.7,1.0,0.76601,0.34259516,0.23448277,0.4026714,0.8455957,0.7803813,0.42857143,0.55,0.365,0.415,0.528,0.7375566,0.5,0.08888889,0.45248348,0.0,0.53333336,0.6666667,0.23188406,1.0,0.4054054,0.5111855,0.25,0.6,0.0,0.0,1.0,0.5,0.6,ST3876,R023,0.8506
1.0,1.0,0.80721325,0.5695191,0.7,1.0,0.86778,0.79778045,0.36756757,0.79778045,0.778681,0.9949987,0.5,0.85,0.418,0.305,0.357,0.42081448,0.5,0.75555557,0.094758436,0.0,0.2,0.33333334,0.2753623,0.877193,0.4054054,0.366473,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST3877,R028,0.94724
1.0,1.0,0.9717391,0.8007374,0.55,1.0,0.76944,0.47444156,0.37777779,0.44003817,0.70010614,0.5019053,0.71428573,0.55,0.277,0.561,0.295,0.9276018,0.5,0.16666667,0.08807309,0.0,0.73333335,0.6666667,0.028985508,0.8842105,0.45945945,0.63183725,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST3878,R029,0.84895
1.0,1.0,0.99466693,0.58231676,1.0,0.0,0.86881,0.4434037,0.1721519,0.34982407,0.5492032,0.0,0.5,0.85,0.406,0.367,0.559,0.040723983,0.5,0.17777778,0.18512265,0.2,0.4,0.6666667,0.79710144,0.10526316,0.7027027,0.28279528,0.4,0.35,1.0,0.0,0.0,0.5,0.3,ST3879,R011,0.96767
1.0,1.0,0.75762683,0.6956122,1.0,1.0,0.777,0.5174264,0.26842105,0.6236654,0.74003845,0.35903326,0.42857143,0.55,0.621,0.272,0.682,0.122171946,0.5,0.85555553,0.023862373,0.6,0.4,0.33333334,0.44927537,0.7263158,0.5675676,0.28649488,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3880,R017,0.8791
1.0,1.0,0.77940124,0.9565287,0.7,1.0,0.90866,0.41910347,0.265625,0.44319668,0.71898055,0.69074404,0.9285714,0.85,0.36,0.172,0.657,0.5248869,0.5,0.36666667,0.1642193,0.0,0.33333334,0.6666667,0.98550725,0.8105263,0.08108108,0.32161486,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3881,R012,0.93769
1.0,1.0,0.9490365,0.78313947,0.8,1.0,0.79778,0.32562214,0.204,0.39523578,0.84335554,0.5636563,0.42857143,0.55,0.49,0.377,0.725,0.77828056,1.0,0.76666665,0.094242185,0.0,0.13333334,0.6666667,0.28985506,0.21052632,0.10810811,0.59522015,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3882,R017,0.88767
1.0,1.0,0.512692,0.5780192,0.85,1.0,0.5549,0.8114312,0.52307695,0.8114312,0.43556967,0.4577813,0.64285713,0.2,0.695,0.66,0.757,0.9276018,0.5,0.74444443,0.07719656,0.6,0.6,0.33333334,0.057971016,0.21052632,0.4864865,0.7375936,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST3883,R003,0.62031
0.0,0.35,0.9098011,0.9217498,0.8,1.0,0.55219,0.0,0.0,0.012815674,0.61720365,0.5636563,0.42857143,0.55,0.683,0.493,0.567,0.5339367,0.5,0.5222222,0.12802246,0.4,0.73333335,0.0,0.49275362,0.68421054,0.7297297,0.5319373,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3884,R017,0.54839
1.0,1.0,0.6750532,0.70599425,0.55,1.0,0.69873,0.43703055,0.255,0.48522645,0.594526,0.41113195,0.35714287,0.55,0.289,0.377,0.764,0.5927602,0.75,0.34444445,0.038761098,0.0,0.53333336,0.6666667,0.24637681,0.56842107,0.0,0.47572067,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST3885,R002,0.67298
1.0,1.0,0.64755124,0.5172343,1.0,1.0,0.73358,0.885137,0.7083333,0.885137,0.7709953,0.54141074,0.5,0.55,0.443,0.695,0.589,0.22624435,0.5,0.08888889,0.4259162,0.0,0.8,0.33333334,0.14492753,0.2736842,0.5135135,0.5121794,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3886,R031,0.78571
1.0,1.0,0.81668764,0.74909544,0.5,1.0,0.72523,0.30618086,0.19245283,0.3590583,0.90196824,0.7227277,0.42857143,0.55,0.51,0.538,0.768,0.03167421,0.5,0.8,0.0932761,0.8,0.26666668,0.6666667,0.79710144,0.5263158,0.4864865,0.38175425,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3887,R017,0.81936
1.0,1.0,0.79223686,0.561144,0.7,1.0,0.86378,0.569993,0.4473684,0.573095,0.75544256,0.69074404,0.9285714,0.85,0.557,0.488,0.315,0.09049774,0.25,0.76666665,0.107401535,0.0,0.4,0.33333334,0.68115944,0.14035088,0.9459459,0.3423175,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3888,R012,0.9242
1.0,1.0,0.9201876,0.78313947,0.8,1.0,0.79201,0.32910612,0.21702127,0.3994646,0.8079761,0.5636563,0.42857143,0.55,0.535,0.232,0.884,0.97737557,0.75,0.76666665,0.019760286,0.4,0.46666667,0.6666667,0.5217391,0.31578946,0.5405405,0.5486897,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3889,R017,0.88319
1.0,1.0,0.79492265,0.9852944,1.0,1.0,0.81922,0.8338862,0.45333335,0.8338862,0.31631577,0.2828921,0.5,0.55,0.64,0.442,0.944,0.022624435,0.5,0.34444445,0.20306677,1.0,0.46666667,0.33333334,0.47826087,0.49122807,0.7027027,0.3466494,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST3890,R028,0.91579
1.0,1.0,0.6225424,0.6653731,0.55,1.0,0.68335,0.6550617,0.4722222,0.6550617,0.8275661,0.67154264,0.5,0.55,0.402,0.577,0.664,0.3122172,0.5,0.2777778,0.112191536,0.0,0.26666668,0.6666667,0.7826087,0.42105263,0.6486486,0.4718426,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3891,R031,0.71613
1.0,1.0,0.89177334,0.8623034,0.55,1.0,0.76083,0.96068543,0.7157895,0.96068543,0.34656185,0.2686174,0.5,0.55,0.399,0.726,0.567,0.036199097,0.75,0.44444445,0.17706186,0.0,0.73333335,0.33333334,0.28985506,0.47368422,0.10810811,0.5028602,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST3892,R028,0.8674
1.0,1.0,0.99937946,0.78313947,1.0,1.0,0.69785,0.5540687,0.26842105,0.6531848,0.55353653,0.35903326,0.42857143,0.2,0.59,0.7,0.341,0.8325792,0.25,0.76666665,0.010285558,0.6,0.6,0.33333334,0.7536232,0.14035088,0.8108108,0.67842025,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3893,R017,0.84163
1.0,1.0,0.5033924,0.6653731,1.0,1.0,0.72252,0.82832956,0.53125,0.82832956,0.7577669,0.54141074,0.5,0.55,0.72,0.222,0.917,0.26696834,0.25,0.8888889,0.09463404,0.4,0.8666667,0.33333334,0.5652174,0.25263157,0.6756757,0.27966517,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3894,R031,0.72955
1.0,1.0,0.9735454,0.67032003,0.8,1.0,0.65115,0.29764873,0.28333333,0.46124482,0.7487461,0.84785825,0.42857143,0.2,0.614,0.759,0.879,0.8597285,0.25,0.6333333,0.017666576,0.8,0.06666667,0.33333334,0.23188406,0.1368421,0.7567568,0.7200881,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST3895,R027,0.78293
1.0,1.0,0.98408604,0.61786735,1.0,0.0,0.87096,0.411799,0.19428572,0.36229047,0.5160958,0.008537748,0.5,0.85,0.444,0.257,0.226,0.14479639,0.75,0.22222222,0.2140712,0.6,0.26666668,0.33333334,0.92753625,0.42105263,1.0,0.2998612,0.4,0.35,1.0,0.0,0.0,0.5,1.0,ST3896,R007,0.9709
1.0,1.0,0.94929904,0.7659283,0.7,1.0,0.78177,0.42755476,0.3207547,0.4521338,0.6159349,0.69074404,0.9285714,0.55,0.403,0.572,0.542,0.7330317,0.5,0.53333336,0.023145415,0.0,0.93333334,0.6666667,0.1594203,0.68421054,0.10810811,0.59564364,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3897,R012,0.86537
1.0,1.0,0.91588366,0.73807955,1.0,1.0,0.81375,0.5375573,0.4473684,0.5424423,0.7730228,0.5542223,0.71428573,0.55,0.563,0.501,0.664,0.040723983,0.75,0.35555556,0.21139798,0.0,0.53333336,0.33333334,0.7536232,0.7368421,1.0,0.4098651,0.4,0.35,0.0,0.0,1.0,0.5,0.3,ST3898,R010,0.91312
1.0,1.0,0.6307289,0.8066908,0.55,1.0,0.70195,0.45938727,0.29142857,0.5100487,0.5898204,0.41113195,0.35714287,0.55,0.357,0.575,0.296,0.46153846,0.75,0.24444444,0.23265384,0.2,0.6,0.6666667,0.46376812,0.5263158,0.5405405,0.5472114,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST3899,R002,0.69141
1.0,1.0,0.92559284,0.90149236,1.0,1.0,0.8353,0.55556065,0.34,0.5335483,0.47417328,0.15443696,0.5714286,0.55,0.538,0.496,0.687,0.5520362,0.75,0.25555557,0.15856348,0.6,0.73333335,0.33333334,0.14492753,0.8105263,0.7027027,0.55740786,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3900,R008,0.91259
1.0,1.0,0.93544894,0.89483935,0.65,1.0,0.78747,0.3334064,0.18888889,0.40091,0.66394633,0.06247129,0.42857143,0.55,0.438,0.756,0.449,0.4524887,0.25,0.5,0.069851935,0.4,0.13333334,0.6666667,0.0,0.0,0.6216216,0.5733047,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3901,R017,0.86506
1.0,1.0,0.85212773,0.83712846,0.5,1.0,0.74288,0.26884636,0.22295082,0.40306225,0.77639055,0.646958,0.42857143,0.55,0.319,0.637,0.355,0.13574661,0.5,0.2,0.18763594,0.0,0.06666667,0.6666667,0.5652174,0.58947366,0.5135135,0.43891573,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST3902,R027,0.8378
1.0,1.0,0.53686905,0.89483935,0.7,1.0,0.85275,0.864953,0.5862069,0.864953,0.32700282,0.07427398,0.5,0.85,0.482,0.427,0.7,0.19909503,0.25,0.5,0.16057965,0.2,0.53333336,0.33333334,0.3478261,0.0,0.4864865,0.33365974,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3903,R031,0.73029
1.0,1.0,0.86440635,0.6753038,0.95,0.0,0.70892,0.29179946,0.2125,0.3399444,0.7743761,0.57073003,0.5,0.55,0.389,0.609,0.886,0.2081448,0.75,0.21111111,0.05110676,0.0,0.06666667,0.6666667,0.3043478,0.83157897,0.7027027,0.49289304,0.0,0.35,1.0,0.0,0.0,0.5,1.0,ST3904,R005,0.8
1.0,1.0,0.9332794,0.700784,0.55,1.0,0.74975,0.4763744,0.3469388,0.43188095,0.69032425,0.5019053,0.71428573,0.55,0.339,0.431,0.701,0.7918552,0.75,0.06666667,0.36715057,0.0,0.33333334,0.6666667,0.98550725,0.4631579,0.24324325,0.5698055,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST3905,R029,0.83851
1.0,1.0,0.74839866,0.6956122,0.55,1.0,0.57415,1.0,0.9444444,1.0,0.7816518,0.67154264,0.5,0.2,0.503,0.644,0.915,0.95475113,0.25,0.31111112,0.13933027,0.0,0.6666667,0.33333334,0.23188406,0.15789473,0.8108108,0.6748366,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3906,R031,0.76455
1.0,1.0,0.53680956,0.9852944,1.0,1.0,0.7676,0.7726342,0.4121212,0.7726342,0.5243119,0.4794069,0.64285713,0.55,0.501,0.59,0.616,0.87782806,0.75,0.34444445,0.23704356,1.0,0.26666668,0.33333334,0.68115944,0.8947368,0.5135135,0.6986943,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST3907,R003,0.74808
1.0,1.0,0.7910161,0.7659283,0.7,1.0,0.88811,0.454158,0.23050848,0.454158,0.78271043,0.9949987,0.5,0.85,0.494,0.344,0.757,0.108597286,0.75,0.53333336,0.16151822,1.0,0.6666667,0.6666667,0.8695652,0.37894738,0.35135135,0.3403486,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST3908,R028,0.93063
1.0,1.0,0.9063952,0.935507,0.8,1.0,0.80754,0.3032381,0.19245283,0.3556073,0.87619925,0.5636563,0.42857143,0.55,0.455,0.456,0.791,0.67873305,0.5,0.6333333,0.03256217,0.6,0.8,0.6666667,0.8405797,0.0,0.5135135,0.52644384,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3909,R017,0.89738
1.0,1.0,0.9135985,0.78313947,0.85,1.0,0.7977,0.5600311,0.4857143,0.563753,0.9146301,0.7623112,0.71428573,0.55,0.773,0.487,0.828,0.23529412,0.25,0.76666665,0.032919634,0.0,1.0,0.33333334,0.17391305,0.2736842,0.9189189,0.41355082,0.4,0.35,0.0,0.0,1.0,0.5,0.3,ST3910,R010,0.91719
1.0,1.0,0.7111807,0.97080505,0.7,1.0,0.62073,0.34902632,0.19710144,0.3654004,0.5768602,0.6567126,1.0,0.2,0.47,0.781,0.433,0.7013575,0.75,0.31111112,0.20881854,0.0,0.93333334,0.33333334,0.65217394,0.68421054,0.4864865,0.7400312,0.25,0.35,0.0,0.0,1.0,0.5,1.0,ST3911,R004,0.61576
1.0,1.0,0.8395456,0.78313947,0.8,1.0,0.77589,0.30546877,0.20816326,0.35822323,0.8789399,0.5636563,0.42857143,0.55,0.571,0.63,0.677,0.095022626,0.25,0.76666665,0.0066009406,1.0,0.33333334,0.6666667,0.14492753,0.042105265,0.7027027,0.41862196,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3912,R017,0.87363
1.0,1.0,0.9473053,0.8882354,0.95,0.0,0.61305,0.41641322,0.31875,0.3426803,0.7599712,0.72897846,0.5714286,0.2,0.459,0.734,0.917,0.98642534,0.5,0.24444444,0.31517115,0.8,0.26666668,0.6666667,0.26086956,0.16842106,0.43243244,0.76241076,0.25,0.6,1.0,0.0,0.0,0.5,1.0,ST3913,R021,0.59672
1.0,1.0,0.9512004,0.5780192,0.55,1.0,0.6006,0.5152114,0.39534885,0.4747276,0.7574913,0.5019053,0.71428573,0.2,0.54,0.746,0.814,0.90950227,0.5,0.74444443,0.059105024,0.0,0.06666667,0.33333334,0.014492754,0.8,0.8108108,0.7561283,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST3914,R029,0.73742
1.0,1.0,0.6982092,0.78313947,0.55,1.0,0.71262,0.43152606,0.2125,0.47911492,0.59661704,0.41113195,0.35714287,0.55,0.312,0.439,0.234,0.60181,0.25,0.26666668,0.07965854,0.2,0.06666667,0.6666667,0.6956522,0.5473684,0.7837838,0.43837222,0.1,0.15,0.0,0.0,1.0,0.0,0.1,ST3915,R002,0.68475
1.0,1.0,0.62608004,0.7112433,1.0,1.0,0.75257,0.8244385,0.46896553,0.8244385,0.5283262,0.4794069,0.64285713,0.55,0.566,0.568,0.806,0.40723982,0.75,0.5888889,0.040773466,0.8,0.0,0.33333334,0.36231884,0.50526315,1.0,0.5547096,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST3916,R003,0.77301
1.0,1.0,0.7558047,0.92860293,0.7,1.0,0.90059,0.42329398,0.2125,0.35985854,0.55420744,0.29665312,0.5,0.85,0.365,0.284,0.672,0.20361991,0.5,0.3888889,0.050740313,0.6,0.46666667,0.6666667,0.8405797,0.69473684,0.5675676,0.28355598,0.25,0.6,0.0,0.0,1.0,0.5,0.1,ST3917,R016,0.92893
1.0,1.0,0.984664,0.8623034,1.0,1.0,0.70441,0.55405486,0.30222222,0.53210217,0.3528611,0.15443696,0.5714286,0.2,0.621,0.698,0.685,0.65158373,0.75,0.22222222,0.23486297,0.2,0.8666667,0.33333334,0.79710144,0.36842105,0.7837838,0.7021548,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3918,R008,0.80759
1.0,1.0,0.81753933,0.9494695,1.0,0.0,0.73944,0.41952652,0.22666667,0.37045422,0.58866394,0.008537748,0.5,0.55,0.564,0.764,0.468,0.11764706,0.75,0.62222224,0.09618817,0.0,0.13333334,0.33333334,0.11594203,0.17894737,0.6486486,0.56848496,0.4,0.35,1.0,0.0,0.0,0.5,1.0,ST3919,R007,0.83118
1.0,1.0,0.9891765,0.9852944,0.55,1.0,0.79507,0.5244964,0.4047619,0.4819589,0.7240154,0.5019053,0.71428573,0.55,0.433,0.685,0.466,0.61538464,0.75,0.34444445,0.15489073,0.6,0.26666668,0.33333334,0.7246377,0.5263158,0.9459459,0.6599621,0.25,0.6,0.0,0.0,1.0,0.5,0.7,ST3920,R029,0.88561
1.0,1.0,0.8444047,0.8687145,1.0,0.0,0.73513,0.44527084,0.17662337,0.35129717,0.63402,0.0,0.5,0.55,0.437,0.523,0.493,0.6923077,0.25,0.6888889,0.049931746,0.4,0.6666667,0.6666667,0.6086956,0.10526316,0.45945945,0.5251537,0.4,0.35,1.0,0.0,0.0,0.5,0.3,ST3921,R011,0.83606
1.0,1.0,0.870278,0.7218587,0.7,1.0,0.76068,0.5633744,0.425,0.56644034,0.6739651,0.69074404,0.9285714,0.55,0.492,0.605,0.418,0.21266969,0.5,0.5777778,0.052968536,0.6,0.6,0.33333334,0.11594203,0.16842106,0.8108108,0.46819034,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3922,R012,0.86753
1.0,1.0,0.89114106,0.67032003,1.0,1.0,0.80067,0.35294792,0.22295082,0.36443833,0.49558577,0.055173926,1.0,0.55,0.544,0.497,0.86,0.43891403,0.25,0.033333335,0.6425415,0.8,0.46666667,0.33333334,0.8405797,0.47368422,0.5675676,0.44977245,0.25,0.35,0.0,0.0,1.0,0.5,1.0,ST3923,R004,0.84469
1.0,1.0,0.71994007,0.42347565,1.0,1.0,0.87481,0.29497808,0.21935484,0.44804335,0.3737041,0.22901297,0.42857143,0.85,0.6,0.097,0.703,0.1040724,0.75,0.9777778,0.06712856,0.6,0.2,0.33333334,0.9130435,0.94736844,0.5945946,0.22570975,0.25,0.6,0.0,1.0,0.0,0.5,0.6,ST3924,R027,0.71046
1.0,1.0,0.66462654,0.700784,0.7,1.0,0.71702,0.8978461,0.5037037,0.8978461,0.7204613,0.72681963,0.64285713,0.55,0.466,0.709,0.439,0.12669684,0.5,0.06666667,0.6361441,0.0,0.8,0.33333334,0.9710145,0.14035088,0.6486486,0.4925378,0.25,0.15,0.0,0.0,1.0,1.0,0.0,ST3925,R003,0.76767
1.0,1.0,0.6898296,0.96364045,0.55,1.0,0.7326,0.868387,0.5151515,0.868387,0.7691158,0.67154264,0.5,0.55,0.484,0.497,0.4,0.9004525,0.25,0.5555556,0.16035913,0.0,0.2,0.33333334,0.14492753,0.33684212,0.6756757,0.5803703,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3926,R031,0.7685
0.0,0.0,0.9918868,0.8433524,1.0,1.0,0.51958,0.02141805,0.07727273,0.027336258,0.54491526,0.35903326,0.42857143,0.2,0.596,0.484,0.613,0.9909502,0.75,0.7111111,0.13039838,0.0,0.13333334,0.33333334,0.6666667,0.9052632,0.5945946,0.69050515,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3927,R017,0.52393
1.0,1.0,0.69804686,0.74909544,0.7,1.0,0.7295,0.8910573,0.5862069,0.8910573,0.5808464,0.07427398,0.5,0.55,0.509,0.462,0.27,0.8687783,0.5,0.8,0.082880214,1.0,0.53333336,0.33333334,0.13043478,0.05263158,0.6756757,0.593624,0.4,0.85,0.0,0.0,1.0,0.5,0.0,ST3928,R031,0.77374
1.0,1.0,0.9795589,0.8007374,1.0,1.0,0.696,0.8366863,0.37777779,0.8366863,0.4101499,0.2828921,0.5,0.2,0.606,0.643,0.669,0.9049774,0.5,0.5,0.11105744,0.0,0.06666667,0.33333334,0.73913044,0.10526316,1.0,0.7103889,0.25,0.6,0.0,0.0,1.0,0.5,0.0,ST3929,R028,0.83467
1.0,1.0,0.8676046,0.9217498,0.65,1.0,0.77713,0.50667495,0.24285714,0.622814,0.5372245,0.06247129,0.42857143,0.55,0.599,0.312,0.424,0.5294118,0.75,0.5222222,0.084979855,0.6,0.6666667,0.33333334,0.2753623,0.7894737,0.8648649,0.46387842,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3930,R017,0.86933
1.0,1.0,0.8933347,0.74356705,0.55,1.0,0.74689,0.38722327,0.24285714,0.37983447,0.49563655,0.61282146,0.5714286,0.55,0.535,0.487,0.934,0.520362,0.5,0.11111111,0.05189541,1.0,0.6,0.6666667,0.7246377,0.9368421,0.8378378,0.50537854,0.25,0.6,0.0,0.0,1.0,0.5,0.3,ST3931,R008,0.8123
1.0,1.0,0.7489453,0.89483935,0.95,0.0,0.71217,0.29500327,0.2125,0.34542143,0.7997484,0.57073003,0.5,0.55,0.306,0.685,0.477,0.8597285,0.5,0.0,0.38456368,0.0,1.0,0.6666667,0.76811594,0.5263158,0.5135135,0.6791205,0.0,0.35,1.0,0.0,0.0,0.5,1.0,ST3932,R005,0.81677
0.0,0.35,0.94251525,0.5910079,1.0,1.0,0.54704,0.035231017,0.094444446,0.03064817,0.56570655,0.35903326,0.42857143,0.55,0.658,0.53,0.21,0.40723982,1.0,0.9777778,0.09364867,0.4,0.8666667,0.0,0.47826087,0.5614035,0.4054054,0.5847021,0.4,0.6,0.0,1.0,0.0,0.5,0.1,ST3933,R017,0.55979
1.0,1.0,0.985058,0.505867,0.85,1.0,0.77872,0.35220212,0.21935484,0.36420515,0.5701669,0.28905326,1.0,0.55,0.7,0.287,0.693,0.22624435,0.25,0.84444445,0.081052236,0.0,0.6666667,0.33333334,0.49275362,0.2,0.8648649,0.2982936,0.25,0.35,0.0,0.0,1.0,0.5,1.0,ST3934,R004,0.82993
